序号,代码,名称,市场代码简称,最新价(元) 2026.05.08,涨跌幅(%) 2026.05.08,区间振幅(%) 2026.05.06 - 2026.05.08,区间换手率(%) 2026.05.06 - 2026.05.08,RSI1(6日) 2026.05.08,MACD值 2026.05.08,ST股票,阶段强势股 2026.05.08,概念,收盘价(日线不复权)(元) 2026.05.08,成交额(元) 2026.05.08,流通市值(元) 2026.05.08,东财行业总分类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,市盈率(动)(倍) 2026.05.08,市净率(倍) 2026.05.08,总市值(元) 2026.05.08
41,002600,领益智造,SZ,15.09,3.85,8.04,6.84,74.11,0.18,否,符合,深证100R、AIPC、贬值受益、3D打印、柔性屏(折叠屏)、深成500、智能穿戴、大盘成长、太空算力、碳纤维、富时罗素、无线充电、机器人概念、稀土永磁、融资融券、低空经济、液冷概念、无人机、商业航天、苹果概念、智能音箱、光伏概念、英伟达概念、AI手机代工、无线耳机、5G概念、磁材加工、新能源车、灵巧手、标准普尔、华为概念、小米概念、消费电子概念、HS300_、2025三季报预增、CPO概念、人工智能、混合现实、富士康概念、MSCI中国、AI手机、激光雷达、AI眼镜、深股通、充电桩、虚拟现实、大盘股、新材料、人形机器人、比亚迪概念、增强现实、海峡两岸、光伏逆变器、减速器,15.09,35.77亿,1086.31亿,电子-消费电子-消费电子零部件及组装,0.560,15.20,14.33,3.33,2.29,2.40亿,70.39,4.5208,1102.68亿
42,002080,中材科技,SZ,62.40,-1.23,15.81,8.59,79.60,2.34,否,符合,火箭发射、中盘股、5G概念、海工装备、燃料电池概念、新能源车、标准普尔、深成500、节能环保、宁德时代概念、最近多板、通信技术、电池技术、污水处理、固态电池、央国企改革、中字头、富时罗素、隔膜、2025年报预增、MSCI中国、军工、中越经济一体化、6G概念、融资融券、深股通、无人机、中证500、养老金、商业航天、电子布、PCB、新能源、氢能源、新材料、一带一路、锂电池概念、6G元器件、长江三角、风能,62.40,24.85亿,1047.15亿,建筑材料-玻璃玻纤-玻纤制造,-0.780,64.93,61.18,2.35,0.75,3951.13万,51.59,5.1208,1047.15亿
43,601868,中国能建,SH,3.22,3.21,15.90,12.08,80.43,0.06,否,符合,海工装备、上证180_、雅下水电概念、参股保险、AI智能体、宁德时代概念、东方财富热股、中字头、阿里概念、机器人概念、军工、船舶制造、融资融券、低空经济、昨日首板、绿色电力、特高压、碳交易、数据中心、超导概念、光纤概念、土壤修复、大盘价值、海洋经济、磁体、北斗导航、东数西算、昨日高振幅、海南自贸、证金持股、水利建设、节能环保、华为概念、工程建设、最近多板、民爆概念、HS300_、储能概念、核能核电、算力租赁、央国企改革、人工智能、MSCI中国、新型城镇化、虚拟电厂、沪股通、超超临界发电、算电协同、大盘股、光热发电、新能源、氢能源、水泥概念、可控核聚变、一带一路、锂电池概念、中特估、海峡两岸、中欧经济一体化、高端装备、生物质能发电、风能、柔性直流输电,3.22,74.87亿,1044.21亿,建筑装饰-基础建设-基建市政工程,0.100,3.28,3.15,7.17,3.86,23.25亿,24.49,1.1934,1424.53亿
44,600362,江西铜业,SH,48.76,2.44,8.84,9.05,75.23,1.04,否,符合,上证180_、证金持股、黄金加工、标准普尔、黄金开采、电池技术、HS300_、央国企改革、小金属概念、富时罗素、MSCI中国、黄金概念、金属铜、稀缺资源、融资融券、沪股通、金属回收、参股券商、大盘股、铜矿、新材料、一带一路、锂电池概念、大盘价值、参股银行,48.76,33.53亿,1011.89亿,有色金属-工业金属-铜,1.160,49.30,46.51,3.38,1.48,7011.11万,14.98,2.0074,1688.43亿
45,002353,杰瑞股份,SZ,146.38,-2.93,6.72,8.44,72.80,5.21,否,符合,海工装备、页岩气、标准普尔、深成500、污水处理、大盘成长、核能核电、油气资源、中俄贸易概念、油气设服、富时罗素、天然气、天然气设备、MSCI中国、动力电池回收、融资融券、深股通、中证500、养老金、大盘股、数据中心、一带一路、锂电池概念、土壤修复、高端装备,146.38,25.63亿,1011.54亿,机械设备-专用设备-能源及重型设备,-4.420,149.60,142.79,2.55,0.93,1763.52万,63.69,6.3797,1498.72亿
46,001309,德明利,SZ,597.71,-3.05,13.84,29.90,76.96,10.57,否,符合,国产芯片、光芯片、粤港澳大湾区、专精特新、中盘股、5G概念、AIPC、昨日高振幅、贬值受益、长江存储、存储芯片、深成500、最近多板、通信技术、东方财富热股、昨日高换手、智能穿戴、信创、中芯概念、CPO概念、人工智能、2025年报预增、MSCI中国、融资融券、深股通、中盘成长、半导体概念、数据中心、2026—季报扭亏、汽车电子,597.71,90.43亿,964.26亿,电子-半导体-数字芯片设计,-18.800,609.98,592.90,9.33,0.90,1505.63万,10.13,20.4711,1355.88亿
47,002202,金风科技,SZ,28.49,0.11,4.43,23.99,76.30,0.87,否,符合,海工装备、东数西算、西部大开发、PPP模式、绿色氢氨醇、新疆振兴、证金持股、工业互联、标准普尔、深成500、东方财富热股、污水处理、创投、储能概念、独角兽、人工智能、抽水蓄能、富时罗素、MSCI中国、融资融券、行业龙头、深股通、中证500、蓝箭航天、齿轮箱、商业航天、绿色电力、特高压、大盘股、碳交易、新能源、氢能源、一带一路、煤化工概念、智能电网、风能、碳中和、柔性直流输电,28.49,67.29亿,958.26亿,电力设备-风电设备-风电整机,0.030,28.92,28.01,7.04,0.97,2.37亿,33.16,3.0262,1203.36亿
48,600584,长电科技,SH,50.75,4.08,9.86,25.20,82.58,1.35,否,符合,国产芯片、IGBT概念、上证180_、贬值受益、国家大基金持股、第三代半导体、存储芯片、标准普尔、通信技术、智能穿戴、消费电子概念、HS300_、中芯概念、高带宽内存、央国企改革、CPO概念、毫米波概念、人工智能、无人驾驶、富时罗素、物联网、MSCI中国、机器人概念、华为海思、融资融券、近期新高、沪股通、绿色电力、半导体概念、先进封装、大盘股、苹果概念、玻璃基板、新材料、生物识别、汽车芯片、先进封装设备、长江三角、汽车电子,50.75,82.39亿,908.13亿,电子-半导体-集成电路封测,1.990,51.59,47.10,9.43,1.53,1.69亿,78.21,3.1569,908.13亿
49,002625,光启技术,SZ,41.53,-0.41,8.96,5.50,69.96,0.71,否,符合,粤港澳大湾区、东数西算、车联网(车路云)、深证100R、昨日高振幅、航天航空、标准普尔、深圳特区、深成500、华为概念、军民融合、智能穿戴、消费电子概念、HS300_、大盘成长、AI应用、碳纤维、人工智能、无人驾驶、富时罗素、PEEK材料概念、MSCI中国、机器人概念、军工、雄安新区、低空经济、融资融券、深股通、无人机、商业航天、大盘股、新材料、人形机器人、股权激励,41.53,12.41亿,894.80亿,国防军工-航空装备Ⅱ-航空装备Ⅲ,-0.170,41.75,41.00,1.39,0.81,3003.14万,126.99,9.1518,894.80亿
50,000426,兴业银锡,SZ,49.75,3.34,18.62,17.88,79.94,1.63,否,符合,镍矿、金属铜、锌矿、中盘股、融资融券、西部大开发、深股通、金属钴、中盘成长、俄乌冲突概念、中证500、黄金加工、标准普尔、深成500、金属镍、金属锌、金属铅、小金属概念、富时罗素、MSCI中国、黄金概念,49.75,55.34亿,883.16亿,有色金属-贵金属-白银,1.610,50.92,47.53,6.28,1.52,1.11亿,16.51,8.1602,883.38亿
51,002709,天赐材料,SZ,58.41,-6.99,10.97,33.11,55.68,1.94,否,符合,钠离子电池、六氟磷酸锂、新能源车、标准普尔、深成500、宁德时代概念、东方财富热股、电池技术、HS300_、固态电池、富时罗素、2025年报预增、PEEK材料概念、MSCI中国、动力电池回收、融资融券、深股通、大盘股、氟化工概念、氢能源、硫化物、新材料、锂电池概念、比亚迪概念、有机硅概念、特斯拉概念,58.41,105.77亿,881.41亿,电力设备-电池-电池化学品,-4.390,63.40,58.34,11.62,1.03,1.75亿,17.99,6.4459,1190.72亿
52,600879,航天电子,SH,26.65,5.29,12.27,20.21,77.52,0.59,否,符合,北斗导航、国产芯片、火箭发射、中盘股、航天航空、标准普尔、军民融合、京津冀一体化、央国企改革、富时罗素、物联网、MSCI中国、量子科技、卫星互联网、军工、军工信息化、低空经济、融资融券、医疗器械概念、无人机、卫星测控、2025年报预减、上证380、中证500、商业航天、沪股通、特高压、卫星导航、太赫兹、高端装备、传感器、湖北三资改革、空间站概念,26.65,80.13亿,879.26亿,国防军工-航天装备Ⅱ-航天装备Ⅲ,1.340,26.97,24.88,9.29,1.99,3.06亿,702.78,4.2109,879.26亿
53,000657,中钨高新,SZ,60.47,-4.30,14.83,24.66,61.55,1.76,否,符合,2026—季报预增、工业母机、乡村振兴、海南自贸、金属钴、雅下水电概念、深成500、创投、大盘成长、央国企改革、DeepSeek概念、小金属概念、富时罗素、中字头、MSCI中国、金属铜、军工、医疗器械概念、融资融券、深股通、中证500、养老金、金属回收、大盘股、PCB、光伏概念、新材料、可控核聚变、金属钨、高端装备、盾构机,60.47,65.22亿,878.58亿,有色金属-小金属-钨,-2.720,62.79,59.70,7.38,1.02,1.07亿,37.40,12.8965,1377.87亿
54,002156,通富微电,SZ,57.16,-3.25,8.52,30.25,72.32,2.26,否,符合,国产芯片、中盘股、AIPC、贬值受益、国家大基金持股、第三代半导体、存储芯片、标准普尔、深成500、华为概念、最近多板、通信技术、东方财富热股、昨日高换手、智能穿戴、消费电子概念、创投、CPO概念、毫米波概念、富时罗素、2025年报预增、物联网、MSCI中国、华为海思、移动支付、融资融券、深股通、智能座舱、中盘成长、中证500、半导体概念、先进封装、碳化硅、玻璃基板、比亚迪概念、海峡两岸、汽车芯片、长江三角、传感器、汽车电子、特斯拉概念,57.16,92.93亿,867.38亿,电子-半导体-集成电路封测,-1.920,58.60,56.39,10.70,1.27,1.62亿,65.90,5.5399,867.46亿
55,300136,信维通信,SZ,101.35,-0.30,14.04,37.56,86.44,5.14,否,符合,国产芯片、中盘股、贬值受益、柔性屏(折叠屏)、深圳特区、深成500、东方财富热股、智能穿戴、央视50_、富时罗素、无线充电、MLCC、物联网、机器人概念、低空经济、融资融券、无人机、中盘成长、商业航天、苹果概念、智能音箱、被动元件概念、卫星导航、无线耳机、粤港澳大湾区、5G概念、车联网(车路云)、电子烟、华为概念、通信技术、消费电子概念、越疆机器人、毫米波概念、混合现实、富士康概念、MSCI中国、卫星互联网、6G概念、AI眼镜、深股通、虚拟现实、卫星通信、中证500、UWB概念、一带一路、海峡两岸、创业板综、WiFi6、WiFi、汽车电子、特斯拉概念,101.35,86.67亿,836.34亿,电子-消费电子-消费电子零部件及组装,-0.300,103.18,99.30,10.41,0.79,8588.59万,233.73,12.2225,980.63亿
56,601360,三六零,SH,11.66,-0.43,7.61,6.14,74.53,0.22,否,符合,区块链、多模态AI、车联网(车路云)、鸿蒙概念、数字经济、上证180_、新能源车、网络游戏、标准普尔、AI营销、AI智能体、智能穿戴、消费电子概念、跨境电商、HS300_、信创、AI应用、DeepSeek概念、人工智能、国产操作系统、富时罗素、物联网、AI语料、MSCI中国、机器人概念、Sora概念、云计算、破增发价股、数据安全、安防概念、融资融券、2025年报扭亏、AIGC概念、ChatGPT概念、沪股通、智慧城市、大盘股、网络安全、云办公、国产软件、虚拟数字人、比亚迪概念、智谱AI、参股银行、大数据、EDR概念,11.66,18.43亿,816.15亿,计算机-软件开发-横向通用软件,-0.050,12.10,11.63,2.23,1.41,1.56亿,186.73,2.7950,816.15亿
57,300475,香农芯创,SZ,181.02,-4.31,13.74,37.54,60.04,5.51,否,符合,国产芯片、粤港澳大湾区、中盘股、2026—季报预增、融资融券、行业龙头、深股通、贬值受益、中盘成长、半导体概念、存储芯片、深成500、芯片分销、数据中心、腾讯概念、高带宽内存、创业板综、抖音概念(字节概念)、2025年报预增、MSCI中国、阿里概念,181.02,84.32亿,806.23亿,电子-其他电子Ⅱ-其他电子Ⅲ,-8.160,184.88,180.00,10.40,0.88,4631.79万,15.85,17.3174,841.54亿
58,688313,仕佳光子,SH,176.60,4.36,33.30,28.41,84.32,6.26,否,符合,国产芯片、激光雷达、光芯片、光纤光缆、中盘股、专精特新、5G概念、融资融券、昨日高振幅、近期新高、光通信模块、中盘成长、F5G概念、沪股通、MPO连接器、数据中心、通信技术、历史新高 、光纤概念、百日新高 、CPO概念、2025年报预增,176.60,60.05亿,798.21亿,通信-通信设备-通信网络设备及器件,7.380,179.90,163.18,7.74,0.86,3497.47万,171.77,48.1290,798.21亿
59,301165,锐捷网络,SZ,99.38,0.38,8.21,4.97,58.99,0.37,否,符合,国资云概念、数据中心液冷、东数西算、5G概念、数字经济、OCS交换机、光通信模块、工业互联、深成500、AI智能体、新型工业化、小米概念、通信技术、交换机、大盘成长、腾讯概念、中马经济一体化、信创、央国企改革、AI应用、百度概念、CPO概念、蚂蚁概念、中国AI 50、人工智能、阿里概念、6G概念、融资融券、液冷概念、深股通、算力概念、字节系算力、AIGC概念、快手概念、大盘股、网络安全、云办公、数据中心、一带一路、腾讯云、创业板综、中欧经济一体化、抖音概念(字节概念)、阿里系算力、智能医疗、WiFi6、WiFi,99.38,10.05亿,790.52亿,通信-通信设备-通信网络设备及器件,0.380,100.92,96.90,1.28,0.81,1015.50万,160.77,15.4008,790.52亿
60,601168,西部矿业,SH,32.47,2.85,11.29,9.59,80.70,0.88,否,符合,镍矿、中盘股、西部大开发、黄金加工、标准普尔、黄金开采、电池技术、金属锌、盐湖提锂、央国企改革、金属铅、小金属概念、MSCI中国、黄金概念、金属铜、中盘价值、钒电池、稀缺资源、融资融券、高股息精选、上证380、中证500、沪股通、金属回收、金属镍、铜矿、新材料、锂电池概念、锂矿概念,32.47,22.04亿,773.76亿,有色金属-工业金属-铜,0.900,32.80,30.89,2.91,1.02,6932.07万,12.20,3.8774,773.76亿
61,688048,长光华芯,SH,438.88,11.71,30.05,30.45,83.95,8.58,否,符合,国产芯片、光芯片、专精特新、昨日高振幅、光通信模块、第三代半导体、华为概念、通信技术、百日新高 、CPO概念、无人驾驶、激光雷达、融资融券、2025年报扭亏、近期新高、医美概念、商业航天、沪股通、半导体概念、数据中心、小盘股、历史新高 、可控核聚变、光纤概念、汽车芯片、小盘成长,438.88,75.16亿,773.66亿,电子-半导体-分立器件,46.010,449.99,376.87,10.22,1.08,1801.97万,4317.64,25.6714,773.66亿
